City,Locality,rating,votes,cost,Total_Restaurants,votes_log,votes_per_restaurant,cost_per_vote,Cluster_ID,Strategic_Persona
Faridabad,Sector 86,3.1727272727272724,214,509.09090909090907,11,5.3706380281276624,19.454545454545453,2.3678646934460885,1,Emerging / Low Visibility ⚠️
Faridabad,Sector 9,3.1,9,200.0,1,2.302585092994046,9.0,20.0,0,Overpriced / Low Efficiency ❌
Faridabad,Suraj Kund,2.93,107,430.0,10,4.68213122712422,10.7,3.9814814814814814,1,Emerging / Low Visibility ⚠️
Faridabad,"The Atrium, Suraj Kund",3.05,28,1050.0,2,3.367295829986474,14.0,36.206896551724135,0,Overpriced / Low Efficiency ❌
Faridabad,"Vibe by The LaLit Traveller, Mathura Road",3.3,56,1900.0,1,4.04305126783455,56.0,33.333333333333336,0,Overpriced / Low Efficiency ❌
Ghaziabad,Indirapuram,3.325,233,275.0,4,5.455321115357702,58.25,1.1752136752136753,1,Emerging / Low Visibility ⚠️
Ghaziabad,"Shipra Mall, Indirapuram",3.0294117647058822,1938,729.4117647058823,17,7.569927655242652,114.0,0.376179352607469,1,Emerging / Low Visibility ⚠️
Ghaziabad,Surya Nagar,3.25,194,475.0,2,5.272999558563747,97.0,2.4358974358974357,1,Emerging / Low Visibility ⚠️
Goa,Anjuna,4.566666666666666,1341,1300.0,3,7.201916317531627,447.0,0.9687034277198212,2,Premium Quality Zone 💎
Goa,"Anjuna Beach, Anjuna",3.5,1681,1500.0,1,7.427738840532894,1681.0,0.89179548156956,3,High Demand Hotspot 🔥
Goa,Arambol,4.6,302,800.0,1,5.713732805509369,302.0,2.6402640264026402,2,Premium Quality Zone 💎
Goa,Baga,4.1000000000000005,3958,1166.6666666666667,3,8.28374674710613,1319.3333333333333,0.2946872105750611,3,High Demand Hotspot 🔥
Goa,Betalbatim,4.4,1115,1600.0,1,7.017506142941256,1115.0,1.4336917562724014,3,High Demand Hotspot 🔥
Goa,Calangute,3.7,1221,800.0,1,7.108244139731541,1221.0,0.6546644844517185,3,High Demand Hotspot 🔥
Goa,"Calangute Beach, Calangute",4.3,918,1300.0,1,6.823286122355687,918.0,1.4145810663764962,2,Premium Quality Zone 💎
Goa,Candolim,4.0,1015,750.0,2,6.923628628138427,507.5,0.7381889763779528,2,Premium Quality Zone 💎
Goa,Cavelossim,4.6,555,1100.0,1,6.320768294250582,555.0,1.9784172661870503,2,Premium Quality Zone 💎
Goa,Nerul,3.7,516,1500.0,1,6.248042874508429,516.0,2.9013539651837523,2,Premium Quality Zone 💎
Goa,Panaji,4.475,2109,1000.0,4,7.6544432264701125,527.25,0.47393364928909953,2,Premium Quality Zone 💎
Goa,Vagator,4.2,367,2000.0,1,5.908082938168931,367.0,5.434782608695652,2,Premium Quality Zone 💎
Gurgaon,"Ambience Mall, Gurgaon",4.15,2689,1700.0,2,7.897296472595885,1344.5,0.6319702602230484,3,High Demand Hotspot 🔥
Gurgaon,"Ansal Plaza Mall, Palam Vihar",3.0,19,216.66666666666666,3,2.995732273553991,6.333333333333333,10.833333333333332,1,Emerging / Low Visibility ⚠️
Gurgaon,Ardee City,3.0,65,683.3333333333334,3,4.189654742026425,21.666666666666668,10.353535353535355,1,Emerging / Low Visibility ⚠️
Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon",2.8499999999999996,28,2000.0,2,3.367295829986474,14.0,68.96551724137932,0,Overpriced / Low Efficiency ❌
Gurgaon,"Central Arcade, DLF Phase 2, Gurgaon",3.9,415,500.0,1,6.030685260261263,415.0,1.2019230769230769,1,Emerging / Low Visibility ⚠️
Gurgaon,"Central Plaza Mall, Golf Course Road",3.5,1214,760.0,10,7.102499355774649,121.4,0.6255144032921811,1,Emerging / Low Visibility ⚠️
Gurgaon,"Country Inn & Suites By Carlson, Udyog Vihar",3.5,32,2200.0,1,3.4965075614664802,32.0,66.66666666666667,0,Overpriced / Low Efficiency ❌
Gurgaon,"Country Inn & Suites by Carlson, Gurgaon",3.8,91,1500.0,1,4.5217885770490405,91.0,16.304347826086957,2,Premium Quality Zone 💎
Gurgaon,"Country Inn & Suites by Carlson, Sector 12",3.25,44,1400.0,2,3.8066624897703196,22.0,31.11111111111111,0,Overpriced / Low Efficiency ❌
Gurgaon,"Country Inn & Suites, Sohna Road",3.4,19,1300.0,1,2.995732273553991,19.0,65.0,0,Overpriced / Low Efficiency ❌
Gurgaon,"Courtyard by Marriott, Sushant Lok",3.2,6,2700.0,1,1.9459101490553132,6.0,385.7142857142857,0,Overpriced / Low Efficiency ❌
Gurgaon,"Cross Point Mall, DLF Phase 4",3.9125,1841,1387.5,8,7.518607216815252,230.125,0.753257328990228,2,Premium Quality Zone 💎
Gurgaon,"Crowne Plaza, Sector 29",3.9,181,3500.0,1,5.204006687076795,181.0,19.23076923076923,2,Premium Quality Zone 💎
Gurgaon,"Cyber Greens, DLF Cyber City",2.8,191,700.0,1,5.2574953720277815,191.0,3.6458333333333335,1,Emerging / Low Visibility ⚠️
Gurgaon,"Cyber Hub, DLF Cyber City",3.860975609756098,36185,1321.9512195121952,41,10.496427582679042,882.560975609756,0.03653211793268654,3,High Demand Hotspot 🔥
Gurgaon,DLF Cyber City,3.46,1241,1120.0,5,7.124478262493424,248.2,0.9017713365539453,1,Emerging / Low Visibility ⚠️
Gurgaon,"DLF Galleria, DLF Phase 4",3.5823529411764703,3208,767.6470588235294,17,8.073714641109857,188.7058823529412,0.23921690832768133,1,Emerging / Low Visibility ⚠️
Gurgaon,"DLF Mega Mall, DLF Phase 1",3.007142857142857,1033,725.0,14,6.9411900550683745,73.78571428571429,0.7011605415860735,1,Emerging / Low Visibility ⚠️
Gurgaon,DLF Phase 1,3.3521739130434782,2651,626.0869565217391,23,7.883069351305753,115.26086956521739,0.23608105449537675,1,Emerging / Low Visibility ⚠️
Gurgaon,DLF Phase 2,3.8,299,500.0,1,5.703782474656201,299.0,1.6666666666666667,1,Emerging / Low Visibility ⚠️
Gurgaon,DLF Phase 3,3.201449275362319,3937,440.57971014492756,69,8.278428259199071,57.05797101449275,0.11187905285549202,1,Emerging / Low Visibility ⚠️
Gurgaon,DLF Phase 4,3.804761904761905,3414,750.0,21,8.13593277200489,162.57142857142858,0.21961932650073207,1,Emerging / Low Visibility ⚠️
Gurgaon,DLF Phase 5,3.675,214,400.0,4,5.3706380281276624,53.5,1.8604651162790697,1,Emerging / Low Visibility ⚠️
Gurgaon,"DLF South Point Mall, Golf Course Road",3.7066666666666666,2920,1120.0,15,7.979681302387741,194.66666666666666,0.38343033207805544,2,Premium Quality Zone 💎
Gurgaon,"DLF Star Mall, Sector 30",4.15,306,2300.0,2,5.726847747587197,153.0,7.49185667752443,2,Premium Quality Zone 💎
Gurgaon,"DT City Centre Mall, MG Road",3.042857142857143,1215,814.2857142857143,7,7.103322062526113,173.57142857142858,0.6696428571428572,1,Emerging / Low Visibility ⚠️
Gurgaon,"DT Mega Mall, DLF Phase 1",3.3600000000000003,222,710.0,5,5.407171771460119,44.4,3.1838565022421523,1,Emerging / Low Visibility ⚠️
Gurgaon,"DoubleTree by Hilton, Sector 56",3.5,110,2500.0,2,4.709530201312334,55.0,22.52252252252252,2,Premium Quality Zone 💎
Gurgaon,"Fortune Select Excalibur, Sohna Road",3.8,153,1500.0,2,5.0369526024136295,76.5,9.74025974025974,2,Premium Quality Zone 💎
Gurgaon,"Fortune Select Global, MG Road",2.6,20,2500.0,1,3.044522437723423,20.0,119.04761904761905,0,Overpriced / Low Efficiency ❌
Gurgaon,"Global Foyer Mall, Golf Course Road",3.642857142857143,2637,1192.857142857143,7,7.87777633327726,376.7142857142857,0.45218238925592985,2,Premium Quality Zone 💎
Gurgaon,Golf Course Road,3.559259259259259,3443,990.7407407407408,27,8.144388865547622,127.51851851851852,0.2876715275089259,1,Emerging / Low Visibility ⚠️
Gurgaon,"Hong Kong Bazaar Mall, Sector 57, Gurgaon",3.0,333,466.6666666666667,3,5.811140992976701,111.0,1.3972055888223553,1,Emerging / Low Visibility ⚠️
Gurgaon,"Hotel Clark Inn, Sector 15",2.8,7,1400.0,1,2.0794415416798357,7.0,175.0,0,Overpriced / Low Efficiency ❌
Gurgaon,"Hotel Grenville, MG Road",2.8,15,1500.0,1,2.772588722239781,15.0,93.75,0,Overpriced / Low Efficiency ❌
Gurgaon,"Hotel Haute.Monde, Sector 15",2.8,19,1150.0,2,2.995732273553991,9.5,57.5,0,Overpriced / Low Efficiency ❌
Gurgaon,"Huda City Centre Metro Station, Sector 29, Gurgaon",3.557142857142857,1688,592.8571428571429,7,7.4318919168078,241.14285714285714,0.35101074177450736,1,Emerging / Low Visibility ⚠️
Gurgaon,Hyatt Place Gurgaon,3.8,73,1500.0,1,4.30406509320417,73.0,20.27027027027027,2,Premium Quality Zone 💎
Gurgaon,"IBIS Hotel, Golf Course Road",2.7,96,1000.0,1,4.574710978503383,96.0,10.309278350515465,1,Emerging / Low Visibility ⚠️
Gurgaon,"ILD Trade Centre Mall, Sohna Road",3.05,96,575.0,2,4.574710978503383,48.0,5.927835051546392,1,Emerging / Low Visibility ⚠️
Gurgaon,"JMD Megapolis Mall, Sohna Road",3.4,41,300.0,1,3.7376696182833684,41.0,7.142857142857143,1,Emerging / Low Visibility ⚠️
Gurgaon,"JMD Regent Arcade Mall, MG Road",3.2,161,1425.0,2,5.087596335232384,80.5,8.796296296296296,1,Emerging / Low Visibility ⚠️
Gurgaon,"Jukaso It Suites, Sector 14",2.8,21,1500.0,1,3.091042453358316,21.0,68.18181818181819,0,Overpriced / Low Efficiency ❌
Gurgaon,"Kingdom of Dreams, Sector 29",3.7,543,750.0,2,6.298949246855942,271.5,1.3786764705882353,1,Emerging / Low Visibility ⚠️
Gurgaon,"Le Meridien Gurgaon, MG Road",3.75,61,2800.0,2,4.127134385045092,30.5,45.16129032258065,2,Premium Quality Zone 💎
Gurgaon,"Leisure Inn, Sector 14, Gurgaon",3.0,35,1500.0,3,3.58351893845611,11.666666666666666,41.666666666666664,0,Overpriced / Low Efficiency ❌
Gurgaon,"Lemon Tree Premier, Sector 29",3.2,137,2000.0,1,4.927253685157205,137.0,14.492753623188406,2,Premium Quality Zone 💎
